judul_berita;waktu_berita_detail;label
Peserta yang Pilih Kedokteran Terbanyak Gunakan Joki di UTBK SNBT 2025;30/04/2025;1
Bisa Naik Shuttle Bus Gratis ke PEVS 2025;30/04/2025;1
Cueki Wamenaker Saat Sidak, Pemilik Sanel Tour: Maaf, Kami Tak Tahu Bapak Itu Wamen;30/04/2025;1
Duduk Perkara Jembatan Haji Endang: 15 Tahun Berdiri, Kini Terancam Ditutup!;30/04/2025;1
BI Tarik 4 Pecahan Uang Kertas Rupiah yang Sudah Tidak Berlaku;30/04/2025;1
Kecelakaan Tol Cisumdawu, Bagaimana Awal Mula Kejadiannya?;30/04/2025;1
Diduga Ancam Bunuh Warga, Kepala Sekolah di Manggarai Timur Dilaporkan ke Polisi;30/04/2025;1
Naik 16 Persen pada Kuartal I 2025, Pendapatan Bluebird Rp 1,3 Triliun;30/04/2025;1
Momen Jokowi ke Polda Metro Jaya, Berbatik Coklat Laporkan Tuduhan Ijazah Palsu;30/04/2025;1
Kecemasan pada Rasio Utang Pemerintah;30/04/2025;1
Kejagung Kembali Terima Berkas Kasus Pagar Laut Tangerang;30/04/2025;1
Vidio Perpanjang Hak Siar Premier League hingga 2028, Libatkan Romano;30/04/2025;1
Erick Thohir Gandeng KPK Perkuat Pengawasan BUMN dan Danantara;30/04/2025;1
BI Cabut Empat Uang Kertas Rupiah Emisi Lama, Batas Penukaran hingga 30 April 2025;30/04/2025;1
Rincian Hibah Rp 45 M ke Yayasan Eks Wagub Jabar: Hanya SMK dan STAI 100 Mahasiswa;30/04/2025;1
Menunggu Belasan Tahun, Maryam Siap Berangkat Haji Bersama 493 Warga Polewali Mandar;30/04/2025;1
Studi: Perusahaan China Bangun 7,7 GW PLTU Batu Bara di Indonesia;30/04/2025;1
Apa Saja Aset GBK yang Dialihkan ke Danantara? Ini Penjelasan Istana;30/04/2025;1
Kisah Viral Warganet Overdosis Anestesi Saat Operasi hingga Kejang dan Saraf Putus, Kok Bisa?;30/04/2025;1
Izin Edar 8 Produk Kosmetik Pria Dibatalkan BPOM;30/04/2025;1
"OpenAI Tarik Kembali Update GPT-4o, Dinilai Terlalu ""Menjilat""";30/04/2025;1
Peluncuran Motor Listrik Electro Delivery dengan Lemari Pendingin;30/04/2025;1
Paula Verhoeven Datangi Komnas Perempuan, Adukan Dugaan Diskriminasi dan Kekerasan Gender;30/04/2025;1
Turnamen di Labschool Unesa Tak Kantongi Rekomendasi AFI Jatim, Pelaku Banting Bocah Juga Tak Punya Lisensi;30/04/2025;1
Sederet Cerita ASN di Hari Pertama Wajib Naik Transportasi Umum: Hemat Ongkos, Tambah Teman;30/04/2025;1
Pendapatan RAJA Naik 14 Persen pada Kuartal I 2025;30/04/2025;1
Semarang Rayakan HUT Ke-478 dengan Soto Gratis dan Karnaval, Catat Tanggalnya;30/04/2025;1
Masa Depan Blackberry: Tanpa Duri, Tahan Penyakit, dan Lebih Lezat;30/04/2025;1
Kisah Syaifudin, 47 Tahun Kumpulkan Uang Hasil Becak demi Berangkat Haji;30/04/2025;1
[KLARIFIKASI] Konten Manipulatif Perpisahan Paus dengan Anjing Peliharaannya;30/04/2025;1
Pemprov DKI Pertimbangkan Hapus Pajak Progresif Kendaraan Bermotor;30/04/2025;1
Dokumen Rusia, Dendam yang Disimpan;30/04/2025;1
Jokowi Datangi Mapolda Metro Tanpa Pengamanan Khusus, Laporkan Penuding Ijazah Palsu;30/04/2025;1
5 Modus Kecurangan yang Terungkap Selama UTBK 2025;30/04/2025;1
Warga Protes Bau Menyengat dari Tumpukan Sampah Setinggi 10 Meter di Rawa Malang;30/04/2025;1
23 Kios Pasar Lamno dan Perpustakaan SD Lamno Aceh Terbakar;30/04/2025;1
Merger Adira Finance dan Mandala Finance Ditargetkan Rampung Oktober 2025;30/04/2025;1
Antonio Rudiger Lolos dari Hukuman 12 Laga Usai Menimpuk Wasit;30/04/2025;1
Perempuan Jadi Target Industri Pinjol karena Dinilai Lebih Konsumtif;30/04/2025;1
Bareskrim Polri Gelar Olah TKP Hilangnya Iptu Tomi Marbun di Papua Barat;30/04/2025;1
Bisa Beli Tiket Formula E Jakarta di PEVS 2025, Mulai Rp 300.000;30/04/2025;1
Ratusan Siswa SMA Ini Kumpul di Mabes TNI, Panglima TNI Beri Pembekalan;30/04/2025;1
Para Kardinal di Vatikan Gemar Santapan Lokal yang Sederhana;30/04/2025;1
ICW Nilai Anggaran TNI AL Cukup, Mampu Bayar Utang Triliunan Rupiah ke Pertamina;30/04/2025;1
Klarifikasi soal Sidak Wamenaker Ganggu, Pemilik Sanel Minta Maaf dan Siap Sambut Noel;30/04/2025;1
Polisi di Pati Rampok Minimarket, Ternyata Pernah 2 Kali Sidang Disiplin;30/04/2025;1
Siapkan Satgas Mitigasi PHK, Pemerintah Libatkan Buruh dan Sektor Industri;30/04/2025;1
Aliran Dana Hibah Rp 45 Miliar Selama 5 Tahun, STAI Al-Ruzhan Hanya Punya 100 Mahasiswa;30/04/2025;1
15 Provinsi Gelar Pemutihan Pajak Kendaraan pada Mei 2025, Mana Saja?;30/04/2025;1
Perang Dagang Global Hantam Perajin Tempe di Sulbar: Produksi Turun, Ukuran Diperkecil;30/04/2025;1
Jokowi ke Polda Metro Jaya Laporkan Ijazah Palsu, Tak Beri Keterangan ke Media;30/04/2025;1
Laba Bersih RATU Naik 64 Persen di Kuartal I 2025, Fokus Kembangkan Bisnis Usai IPO;30/04/2025;1
Diam sejak 2019, Jokowi Turun Langsung Diduga Laporkan soal Tudingan Ijazah Palsu;30/04/2025;1
ASN Kota Magelang Dilantik di Puncak Gunung Tidar, Apa Alasannya?;30/04/2025;1
Sekolah Rakyat di Banyuwangi Batal Libatkan Siswa Usia SD;30/04/2025;1
Pria di Banyuwangi Tewas Tertabrak Kereta Api Sri Tanjung;30/04/2025;1
Tak Larang Perpisahan, Disdik Palembang Minta Sekolah Jangan Bebani Orangtua;30/04/2025;1
Motor Naked Benda dengan Mesin Boxer 250cc, Bocoran Paten Terungkap;30/04/2025;1
Antisipasi Penumpukan Penumpang, Berikut Jam Pulang Kerja ASN Jakarta Rabu Ini;30/04/2025;1
Diselingkuhi Suami tapi Masih Berikan Uang Rp 800 Juta, Dilan Janiyar: Awalnya Dia Minta Rp 3 M;30/04/2025;1
Menhan Usul Tunjangan Operasi TNI Naik 75 Persen: Kalau Bisa 100 Persen;30/04/2025;1
Thierry Henry Soroti Blunder Saka dalam Kekalahan Arsenal vs PSG;30/04/2025;1
Usai Laporkan Kasus Ijazah Palsu, Jokowi Lanjut ke Ditreskrimum Polda Metro;30/04/2025;1
Yayasan Astra bersama Pemerintah Dorong Transformasi IKM Lokal;30/04/2025;1
Truk Terguling di Kulon Progo, Sopir Tertidur Sebelum Kecelakaan;30/04/2025;1
KPK Panggil Dua Anggota DPR dari Nasdem Terkait Korupsi Dana CSR BI;30/04/2025;1
Anggota DPRD Brebes Diduga Intimidasi Pengusaha Minimarket, Ini Respons Ketua DPD PAN;30/04/2025;1
Tumpukan Sampah Setinggi 10 Meter di Rawa Malang Jakut Sudah 10 Tahun;30/04/2025;1
ICW Tolak Pemutihan Utang Triliunan Rupiah TNI AL ke Pertamina, Desak Audit BPK;30/04/2025;1
BTNK: Izin Usaha Wisata Tak Hanya Ada di Komodo, tapi Juga di Taman Nasional Lainnya;30/04/2025;1
18.610 Pekerja Terkena PHK pada 2025, Pemerintah Berusaha Buka Lapangan Kerja Baru;30/04/2025;1
Kurs Rupiah di 5 Bank Besar 30 April 2025, Menguat terhadap Dollar AS;30/04/2025;1
Bedanya HIV dan AIDS, Fakta Medis yang Tak Banyak Diketahui;30/04/2025;1
Kasus Diabetes Tipe 1 pada Anak Meningkat, Dokter Imbau Waspadai Gejala sejak Dini;30/04/2025;1
Isu Tuntutan Pencopotan Wapres Gibran, Pakar: Harus Sesuai Konstitusi;30/04/2025;1
Pemkot Surabaya Bekukan KTP Pasien TBC yang Tolak Diobati;30/04/2025;1
Istana Sebut Harga Emas Tinggi Tak Hanya di Indonesia;30/04/2025;1
Tiga Model Listrik MG Motor Siap Tarik Perhatian di PEVS 2025;30/04/2025;1
Kasus Pria Setubuhi Bocah SD di Wonogiri, Terbongkar Saat Ibu Korban Buka Pesan WhatsApp;30/04/2025;1
Menpan-RB Klaim Sistem Akuntabilitas Mampu Hemat APBN Rp 128,5 Triliun;30/04/2025;1
Rasa Gemas Manusia pada Wajah Imut Mengubah Evolusi Kucing dan Anjing;30/04/2025;1
Sebelum Meninggal, Lansia yang Ditemukan Terkubur di Kamar Sempat Berobat karena Sakit;30/04/2025;1
Mencoba Samsung Galaxy Tab S10 FE Series, Tablet Menengah dengan Keyboard dan Stylus;30/04/2025;1
Hari Pertama ASN Wajib Naik Transportasi Umum: Kendaraan Dilarang Masuk Balai Kota, Parkiran Sepi;30/04/2025;1
Trump: Putin Inginkan Perdamaian di Ukraina;30/04/2025;1
Eks Wakapolres di Maluku Utara Menunggu Sidang Etik, Diduga Berselingkuh dengan Anggota DPRD;30/04/2025;1
Barcelona Vs Inter, Tekad Inzaghi Jelang Laga Krusial;30/04/2025;1
Sidang Mediasi Gugatan Ijazah: Pihak Jokowi Tolak Menyerahkan Ijazah, Ada 2 Alasannya;30/04/2025;1
Berapa After Credit dalam Film Thunderbolts?;30/04/2025;1
Ini Target Konsumen BAIC X55 II Facelift;30/04/2025;1
5 Kanker Paling Mematikan di Dunia, Salah Satunya Banyak Terjadi di Indonesia;30/04/2025;1
Istana Sebut Berlebihan jika Kenaikan Emas Dianggap Sinyal Buruk Ekonomi Indonesia;30/04/2025;1
Kronologi Emak-emak Dibacok di Boyolali, Berawal dari Rumah Lelang;30/04/2025;1
[VIDEO] Hoaks Eks PM Malaysia Mahathir Mohamad Meninggal Dunia, Cek Faktanya;30/04/2025;1
Hanya Dapat 1 Kuota Kuliah Gratis di India, Pemkot Solo Terima Banyak Pendaftar;30/04/2025;1
Pemadaman Listrik Spanyol dan Portugal: Serangan Siber dan Urgensi UU KKS;30/04/2025;1
PKS Tegaskan Masuk Pemerintahan Prabowo, Minta Didoakan Rakyat;30/04/2025;1
Rano Karno Pertimbangkan Naik Transportasi Umum Tiga Kali Seminggu, Lebih Banyak dari ASN Lain;30/04/2025;1
Perbandingan Cakram Floating dan Fiks: Mana yang Lebih Baik?;30/04/2025;1
Mayoritas Petani Indonesia Sudah Berusia Tua, Milenial Hanya 26 Persen;30/04/2025;1
Imparsial Desak Dedi Mulyadi Setop Rencana Kirim Siswa Nakal ke Barak TNI;30/04/2025;1
Sindikat Pelaku Curanmor Lintas Jabodetabek Ditangkap, Ada yang Beraksi Pakai Senpi;30/04/2025;1
Tunjangan Khusus TNI di Papua Diusulkan Naik 65 Persen, Belum Bertambah sejak 2002;30/04/2025;1
Maya Septha Lebih Percaya Diri Usai Operasi Kantung Mata dan Hidung di Korea;30/04/2025;1
7 Cara Mengatasi Kaki Bengkak dan Terbakar akibat Sinar Matahari;30/04/2025;1
Studi Ungkap, Kebiasaan Minum Kopi di Kantor Berisiko Tingkatkan Kolesterol;30/04/2025;1
Menpan-RB: ASN Naik Transportasi Umum Bisa Picu Pembangunan Transportasi;30/04/2025;1
Sidang Mediasi Gugatan Ijazah Palsu di PN Solo, Jokowi Tidak Hadir;30/04/2025;1
Pembacaan Tuntutan Terdakwa Kasus Polisi Tembak Warga di Kalteng Ditunda, Ada Apa?;30/04/2025;1
Kritik ICW untuk MBG, Hamburkan Anggaran dan Geser Peran Kantin;30/04/2025;1
BRI Cetak Laba Bersih Rp 13,67 Triliun pada Kuartal I 2025;30/04/2025;1
Perjuangan Temu, Petugas Kebersihan Sekolah Bergaji Rp 800.000, Berangkat Haji Tahun Ini;30/04/2025;1
Harga Patokan Ekspor Konsentrat Tembaga Naik karena Harga Emas Melonjak;30/04/2025;1
Alasan Dilan Janiyar Mau Berikan Uang Rp 800 Juta dan Tanah Setelah Diselingkuhi Suami;30/04/2025;1
Dua Ekskavator Dikerahkan Bongkar 284 Bangunan Liar di Tambun Bekasi;30/04/2025;1
Sejarah Hari Buruh: Diperingati 1 Mei dan Ditetapkan Libur Nasional di Indonesia;30/04/2025;1
Produk Marshmallow Berlogo Halal Terindikasi Mengandung Babi, Petugas Bawa ke BPOM Surabaya;30/04/2025;1
Pegawai Unej Bantu Kecurangan UTBK SNBT, Begini Tanggapan Kampus;30/04/2025;1
Kuliner Legendaris Kebumen, Warung Bu Sundar dengan Olahan Kambingnya;30/04/2025;1
Peserta yang Dicatut Fotonya oleh Joki di UTBK 2025 Tidak Didiskualifikasi;30/04/2025;1
Pasutri Asal Majalengka Diduga Palsukan Data Peserta BPJS Ketenagakerjaan di Sejumlah Wilayah Jawa Barat;30/04/2025;1
ASEAN Club Championship 2024, Misi Sulit PSM Makassar Tembus Final;30/04/2025;1
Ketika Wewangian Berkolaborasi dengan Rocker: Harmoni Aroma dan Jiwa Rock ‘n’ Roll;30/04/2025;1
Sinopsis Episode 3 Duren Jatuh, Cinta Zoe Abbas dan Nino Fernandez Mulai Diuji;30/04/2025;1
Arya Saloka dan Putri Anne Kompak Mangkir di Sidang Cerai Perdana;30/04/2025;1
Pramono Akan Kejar Penunggak Pajak Kendaraan dengan Teknologi Barcode;30/04/2025;1
Perdebatan Energi Terbarukan Usai Pemadaman Listrik Massal di Spanyol;30/04/2025;1
3 Indonesia Baru yang Tayang Mulai Hari Ini;30/04/2025;1
Laba Bersih Hana Bank Tumbuh 14,61 Persen, Kredit Korporasi Jadi Penopang;30/04/2025;1
Mensesneg: Anggapan Harga Emas Jadi Sinyal Krisis Terlalu Berlebihan;30/04/2025;1
Sidang Mediasi Gugatan Ijazah, Pihak Jokowi Merasa Dirugikan;30/04/2025;1
Warga Tegal Lempuyangan Tolak Undangan Sosialisasi Ketiga dari PT KAI;30/04/2025;1
Hanya 4 Provinsi yang Tak Bergantung APBN, DPR Soroti Rendahnya PAD;30/04/2025;1
Polres Flores Timur Dalami Pegawai Bank Diduga Cabuli 8 Remaja Laki-laki Saat Asyik Bermain PlayStation;30/04/2025;1
Korupsi KPR di Bank Purworejo Seret Bos Puriland, Tersangka Terancam 20 Tahun Penjara;30/04/2025;1
Rumah Tanpa Slip Gaji, Ini Skema Sewa Beli dari SMF;30/04/2025;1
Konklaf Terlama dan Tersingkat dalam Sejarah, Ada yang Berlangsung Hampir 3 Tahun;30/04/2025;1
40 Ucapan Hari Buruh Internasional 2025 untuk Menggugah Semangat Para Pekerja;30/04/2025;1
Ramai Kesenjangan Sosial di Medsos, Data: Ketimpangan Ekonomi Makin Lebar;30/04/2025;1
Stunting Masih Tinggi, BKKBN Dorong Penguatan Program Pencegahan;30/04/2025;1
Harita Nickel Cetak Laba Rp 1,66 Triliun Kuartal I-2025, Ditopang Strategi Efisiensi dan Keberlanjutan;30/04/2025;1
Donald Trump Beri Kelonggaran untuk Tarif Otomotif dan Komponen;30/04/2025;1
Jokowi Laporkan Tuduhan Ijazah Palsu ke Polda Metro Jaya;30/04/2025;1
Kenapa Jokowi ke Polda Metro Jaya?;30/04/2025;1
Sidang Eks Gubernur Bengkulu, Hakim: KPK Jangan Tebang Pilih, Banyak yang Setor Uang tapi Terdakwa Cuma 3;30/04/2025;1
Kronologi Pasutri Diseruduk Babi Hutan saat Asyik Mandi Bareng, Kejadian di Jember;30/04/2025;1
Begal Berpistol di Bali: Para Pelaku Masih Remaja, Hasil Buat Foya-foya;30/04/2025;1
Kaget Lihat Pasar Caringin, Dedi Mulyadi: Ini Pasar atau Sawah? Saya Bereskan Hari Ini;30/04/2025;1
Jokowi Tolak Tuntutan Tampilkan Ijazah, Salah Satunya karena Hak Asasi Manusia;30/04/2025;1
Gunakan Rekaman Pemakaman Jonghyun SHINee, Dokumenter Lee Soo Man Dikritik;30/04/2025;1
Eks Direktur Askrindo Klaim Tak Nikmati Uang Korupsi Rp 169 Miliar;30/04/2025;1
Puting Beliung Terjang Pantai Majene Sulbar, Rumah Warga Porak-Poranda;30/04/2025;1
Cerita Sony Dilantik ASN di Gunung Tidar, Mendaki Gunung dengan Seragam Korpri;30/04/2025;1
Kementerian PU Pacu Swasembada Pangan lewat Infrastruktur Irigasi dan Bendungan di Jatim;30/04/2025;1
Ketua Komisi II DPR Usul Pemilu dan Pilkada Digelar Beda Tahun;30/04/2025;1
Catat Penyusutan Kerugian, Simak Rekomendasi Analis untuk Saham GOTO;30/04/2025;1
TNI AL Nunggak Triliunan ke Pertamina, ICW Sorot Transparansi Anggaran;30/04/2025;1
Pemerintahan Trump Deportasi Balita 2 Tahun Berkewarganegaraan AS;30/04/2025;1
Ketua Komisi II Sindir Gubernur Kepri: Bajunya Saja Sama dengan Pramono, tapi PAD Tak Sebanding;30/04/2025;1
Belajar dari Kasus Siswa SMP Aniaya Kakek, Dedi Mulyadi: Ini Masalah Akut dan Mengerikan;30/04/2025;1
BI Tarik 4 Pecahan Uang Kertas Rupiah, Penukaran Terakhir Hari Ini;30/04/2025;1
Arya Saloka Ingin Bercerai dari Putri Anne Secara Baik-baik;30/04/2025;1
Siapa Pemilik BCA, Bank Swasta Terbesar di Indonesia?;30/04/2025;1
Laporkan Tuduhan Ijazah Palsu, Jokowi: Saya Pikir Sudah Selesai, Ternyata Berlarut-larut;30/04/2025;1
Laporkan Tuduhan Ijazah Palsu ke Polda Metro, Jokowi: Sebenarnya Masalah Ringan;30/04/2025;1
Eri Cahyadi Soal Pasien TBC Surabaya Tolak Berobat: Bekukan KTP-nya;30/04/2025;1
MG Cyberster Mejeng di PEVS 2025, Roadster Listrik Bertenaga Buas;30/04/2025;1
Bisa Test Drive BYD dan Denza di PEVS 2025;30/04/2025;1
Alasan Pramono Tak Naik Transportasi Umum Saat ke DPR Hadiri Rapat;30/04/2025;1
MK: Hoaks yang Picu Kerusuhan di Ruang Fisik Bisa Dipidana;30/04/2025;1
Sidang Mediasi Ijazah Jokowi, Pengugat Ngotot Ijazah Ditunjukkan secara Terbuka;30/04/2025;1
Perbedaan Bendung dan Bendungan: Definisi, Fungsi, Bentuk Fisiknya;30/04/2025;1
Rumah Benda Sitaan di Jaktim Dialihkan ke Kejagung, 63 Lainnya Menyusul;30/04/2025;1
Prabowo Akan Sampaikan Pidato Politik di Acara Hari Buruh Besok;30/04/2025;1
Bukti Program BSPS Tak Tepat Sasaran, Penerima Sudah Menolak tapi Terus Dibujuk;30/04/2025;1
Laporkan Tuduhan Ijazah Palsu ke Polda Metro, Jokowi: Agar Semua Jelas dan Gamblang;30/04/2025;1
Kisah Iis Bersusah Payah Lunasi Pinjol demi Biaya Masuk PTN Adiknya;30/04/2025;1
Rincian Tarif Listrik per 1 Mei 2025 untuk Pelanggan Rumah Tangga Subsidi dan Nonsubsidi;30/04/2025;1
Upaya Tekiro Lahirkan SDM Muda Otomotif Siap Saing;30/04/2025;1
Menpan-RB Buka Peluang Kebijakan ASN Naik Transportasi Umum Diterapkan secara Nasional;30/04/2025;1
Belum Ada Kesepakatan, Sidang Mediasi Ijazah Jokowi Dilanjutkan Pekan Depan;30/04/2025;1
6 Bahan Alami Pengganti Makeup Remover, Aman dan Efektif untuk Kulit;30/04/2025;1
6 Tips Memilih Kambing yang Cukup Umur untuk Kurban;30/04/2025;1
Trik Bisa Akses Kamera Tanpa Unlock di HP Android;30/04/2025;1
Cerita Nuryadin Kesulitan Dapat Pekerjaan di Usia 50 Tahun;30/04/2025;1
Prabowo Masih Pelajari Mundurnya Hasan Nasbi, Mensesneg: Bisa Jadi Tak Disetujui;30/04/2025;1
“Mobil Elit Bayar Sulit”, Pengemudi Mazda Tabrak Palang Tol Gayamsari dan Kabur Tanpa Bayar;30/04/2025;1
Tak Menunggu Satpol PP, Pemilik Bongkar Sendiri Bangunan Liar di Kali Baru;30/04/2025;1
Baru Laporkan Tuduhan Ijazah Palsu Sekarang, Jokowi: Dulu Kan Masih Menjabat;30/04/2025;1
Pertama di Banten, Integrasi Data Tanah dan Pajak Resmi Meluncur;30/04/2025;1
Ridwan Kamil Terseret Kasus Korupsi BJB, Eks Wakilnya Isu Hibah Rp 45 Miliar;30/04/2025;1
Viral 2 Siswi SMP di Palembang Adu Jotos, Disdik Turun Tangan;30/04/2025;1
4 Provinsi Tak Bergantung APBN, Jakarta, Jabar, Jateng, dan Banten;30/04/2025;1
Jual Kupon Togel di Warung Angkringan, Pria di Wonosobo Ditangkap Polisi;30/04/2025;1
Intip Deretan Mobil Listrik yang Bisa Dites di PEVS 2025;30/04/2025;1
Kuasa Hukum Bantah Arya Saloka dan Putri Anne Cerai karena Orang Ketiga;30/04/2025;1
KPU Solo Pastikan Verifikasi Ijazah Jokowi Sesuai Prosedur;30/04/2025;1
Lancome Idole Power Eau de Parfum Intense dan Olivia Rodrigo Ajak Perempuan Jadi Diri Sendiri;30/04/2025;1
QRIS dan GPN Disorot AS, Bos Rintis: Ini soal Persaingan Bisnis;30/04/2025;1
Sekjen Serikat Buruh Dunia Bakal Hadiri May Day di Monas Besok;30/04/2025;1
Ada 8 Gugatan UU TNI di MK, Mensesneg: Apa Lagi yang Mau Digugat?;30/04/2025;1
Dermawan di Tanah Suci, Jemaah Haji Indonesia Kerap Dimanfaatkan Oknum Sopir Bus;30/04/2025;1
Jokowi Tolak Serahkan Ijazah dalam Sidang Mediasi, Apa Alasannya?;30/04/2025;1
Pramono Belum Dapat Laporan soal Penolakan Helen's Live Bar di Srengseng Sawah;30/04/2025;1
Polresta Kendari Gelar Simulasi Pengamanan Jelang Hari Buruh 1 Mei 2025;30/04/2025;1
BCA Singkatan dari Apa? Ini Sejarah dan Kepemilikannya;30/04/2025;1
Istana Tetap Percaya Diri meski IMF Proyeksi Ekonomi RI Jauh dari Target;30/04/2025;1
Laporkan Tuduhan Ijazah Palsu ke Polda Metro Jaya, Jokowi Ditanya 35 Pertanyaan;30/04/2025;1
Bentrok Warga 2 Desa di Tanimbar Maluku, 1 Orang Tewas Tertembak, 7 Terluka;30/04/2025;1
Kehilangan Mobil, Muslikin Tak Menyangka Pencuri Tetangga Sendiri;30/04/2025;1
"Ketua Komisi II Usul Daerah Berpendapatan Tinggi Menjadi ""Merdeka Fiskal""";30/04/2025;1
Lebih Dekat! 4Fingers Crispy Chicken Kini Hadir di Lippo Mall Puri dan Kemang;30/04/2025;1
DPRD: Tidak Ada Usulan Daerah Istimewa, Pemekaran Solo Jadi Provinsi Lebih Mungkin;30/04/2025;1
DPR Bakal Bahas Lagi RUU PPRT Setelah Hari Buruh;30/04/2025;1
Perusahaan Pontjo Sutowo Kembali Gugat Pemerintah Soal Hotel Sultan;30/04/2025;1
200.000 Buruh Bakal Hadiri Peringatan Hari Buruh di Jakarta, Perjuangkan 6 Tuntutan Ini;30/04/2025;1
Sudah Minum Obat Hipertensi, tapi Tekanan Darah Tetap Tinggi? Ini Kata Dokter…;30/04/2025;1
Pendapatan PGAS Naik 2 Persen Kuartal I-2025, Fokus pada Efisiensi dan Proyek Strategis;30/04/2025;1
Apa Itu Kromatografi? Cara Pemisahan Warna pada Tinta;30/04/2025;1
Profesor IPB Ungkap Pemicu Gagalnya Program Food Estate;30/04/2025;1
Kapolres Jaktim: Tidak Ada Pengeroyokan dalam Tewasnya Mahasiswa UKI;30/04/2025;1
Bos Meta Mark Zuckerberg Ikut Lari 5 Kilometer, Finis dalam 20 Menit;30/04/2025;1
Logo dan Tema Hardiknas 2025, Link Unduh Klik Kemendikdasmen.go.id;30/04/2025;1
Pramono: Penunggak Pajak Kendaraan Akan Kesulitan di Jakarta;30/04/2025;1
KEK Kendal Makin Menggeliat: Perusahaan China Bangun Pabrik Raksasa;30/04/2025;1
ParagonCorp Ajak 36 Istri Duta Besar Asing Mengenal Indonesia Lewat Industri Kecantikan;30/04/2025;1
China Diam-diam Kecualikan Beberapa Produk AS dari Tarif 125 Persen;30/04/2025;1
Absen Lagi di Sidang Mediasi Ijazah, Jokowi Disebut Tak Punya Itikad Baik;30/04/2025;1
Apa Kepanjangan BCA, Bank Swasta Terbesar di Indonesia?;30/04/2025;1
"Polisi Sita 26 Motor Hasil Tarikan ""Debt Collector"" di Lahan Kosong Bogor";30/04/2025;1
Berikut Besaran Tunjangan Khusus TNI di Papua yang Disebut Belum Naik sejak 2002;30/04/2025;1
BAIC Berniat Bawa Merek Arcfox ke Indonesia;30/04/2025;1
Pasangan Suami Istri Tewas Tertimpa Truk di Banyumas;30/04/2025;1
Siswa yang Pilih Jurusan Kedokteran Banyak Pakai Joki UTBK SNBT;30/04/2025;1
Presiden Prabowo Dijadwalkan Hadir dan Berpidato pada Peringatan Hari Buruh 2025 di Monas;30/04/2025;1
Di Hadapan DPR, Polisi Klaim Tak Ada Pengeroyokan dalam Kasus Mahasiswa UKI yang Tewas;30/04/2025;1
20 Wilayah di Indonesia Alami Suhu Tertinggi Saat Kemarau 2025, Mana Saja?;30/04/2025;1
Di Tengah Tensi Geopolitik dan Perang Tarif, BRI Catatkan Laba Rp 13,8 triliun;30/04/2025;1
Jokowi Laporkan Lima Orang Terkait Tuduhan Ijazah Palsu;30/04/2025;1
Soal Dukung Prabowo di Pilpres 2029, PKS Fokus Sukseskan Asta Cita;30/04/2025;1
Antisipasi Bentrok Susulan, Puluhan Anggota Brimob Dikerahkan ke 2 Desa di Tanimbar;30/04/2025;1
Polisi Tangkap Polisi di Pati, Ternyata Jadi Dalang Perampokan;30/04/2025;1
Suami Mbak Ita Bantah Minta Rp 16 Miliar ke Para Camat di Semarang;30/04/2025;1
Pemungutan Suara Ulang: Panggung Keculasan yang Berulang;30/04/2025;1
Konklaf Pemilihan Paus Baru 7 Mei 2025, Ada Kandidat dari Indonesia;30/04/2025;1
Modus Predator Anak di Bawah Umur di Magetan, Iming-imingi Uang Rp 50.000 ke Korban;30/04/2025;1
APBN Akhir Maret 2025 Mencatatkan Defisit Rp 104,2 Triliun;30/04/2025;1
Indonesia Produsen Tuna Nomor 1 di Dunia;30/04/2025;1
Sampah Setinggi 10 Meter di Rawa Malang Jakut Diduga Berasal dari Restoran dan Mal;30/04/2025;1
Polisi Buru Perampok Emas 100 Gram Disertai Pembunuhan Nenek 70 Tahun di Karawang;30/04/2025;1
Dugaan Kecurangan UTBK SNBT 2025, Lembaga Bimbel di Yogyakarta Diduga Terlibat;30/04/2025;1
Kronologi Versi Polisi soal Kematian Mahasiswa UKI: Jatuh Sendiri, Luka Sendiri, Tak Ada Pengeroyokan;30/04/2025;1
Whoosh Angkut 9 Juta Penumpang, Diklaim Mampu Tekan Jejak Karbon;30/04/2025;1
Kronologi Imam Masjid di Brebes Diserang Orang Tak Dikenal Saat Shalat Subuh;30/04/2025;1
Gubernur Jateng Tegaskan Belum Ada Usulan Solo Jadi Daerah Istimewa;30/04/2025;1
Ke DPR Pakai Mobil Dinas, Pramono Janji Pulang Naik Transportasi Umum;30/04/2025;1
Catat Kinerja Solid pada Kuartal I-2025, Laba Bersih Jasa Marga Melonjak 49,48 Persen;30/04/2025;1
TNI AL Tunggak Rp 3,2 Triliun dan Minta Diputihkan, KPK Diminta Awasi;30/04/2025;1
Kinerja Penyaluran Kredit Positif, BRI Catat Laba Bersih Rp 13,80 Triliun di Kuartal I 2025;30/04/2025;1
Pimpinan Purnawirawan TNI AD ke Istana Kepresidenan, Mau Bahas Apa?;30/04/2025;1
Pemutihan Pajak Kendaraan: Dua Kebijakan Berbeda antara Jakarta dan Jawa Barat, Bagaimana Alasannya?;30/04/2025;1
2 Mei 2025 Hardiknas Libur atau Tidak? Cek Tanggal Merah di Kalender Bulan Ini;30/04/2025;1
"PLN Mampu Kurangi Utang Saat Pandemi, Dirut Beberkan Peran Para ""Srikandi""";30/04/2025;1
Tak Ada Penolakan Warga, Pembongkaran Bangunan Liar di Tambun Bekasi Berjalan Lancar;30/04/2025;1
